Driver,GP,Tyres,From,To,#Laps,Year,
Mick Schumacher,Italia,Medium Used,19,52,34,2022,
Mick Schumacher,Italia,Soft New,53,62,10,2022,
Daniel Ricciardo,Italia,Intermediate New,1,2,2,2022,
Daniel Ricciardo,Italia,Intermediate Used,3,16,14,2022,
Daniel Ricciardo,Italia,Medium New,17,30,14,2022,
Daniel Ricciardo,Italia,Hard New,31,62,32,2022,
Fernando Alonso,Italia,Intermediate New,1,6,6,2022,
Carlos Sainz,Italia,Intermediate New,1,1,1,2022,
Valtteri Bottas,Italia,Intermediate New,1,18,18,2022,
Max Verstappen,Miami,Medium New,1,26,26,2022,
Max Verstappen,Miami,Hard New,27,57,31,2022,
Charles Leclerc,Miami,Medium New,1,24,24,2022,
Charles Leclerc,Miami,Hard New,25,57,33,2022,
Carlos Sainz,Miami,Medium New,1,27,27,2022,
Carlos Sainz,Miami,Hard New,28,57,30,2022,
Sergio Perez,Miami,Medium New,1,27,27,2022,
Sergio Perez,Miami,Hard New,28,41,14,2022,
Sergio Perez,Miami,Medium New,42,57,16,2022,
George Russell,Miami,Hard New,1,40,40,2022,
George Russell,Miami,Medium New,41,57,17,2022,
Lewis Hamilton,Miami,Medium New,1,22,22,2022,
Lewis Hamilton,Miami,Hard New,23,57,35,2022,
Valtteri Bottas,Miami,Medium New,1,26,26,2022,
Valtteri Bottas,Miami,Hard New,27,57,31,2022,
Esteban Ocon,Miami,Hard New,1,41,41,2022,
Esteban Ocon,Miami,Soft New,42,57,16,2022,
Fernando Alonso,Miami,Medium New,1,15,15,2022,
Fernando Alonso,Miami,Hard Used,16,57,42,2022,
Alexander Albon,Miami,Medium New,1,16,16,2022,
Alexander Albon,Miami,Hard New,17,57,41,2022,
Daniel Ricciardo,Miami,Medium New,1,30,30,2022,
Daniel Ricciardo,Miami,Hard New,31,41,11,2022,
Daniel Ricciardo,Miami,Soft New,42,57,16,2022,
Lance Stroll,Miami,Hard Used,1,40,40,2022,
Lance Stroll,Miami,Medium Used,41,57,17,2022,
Yuki Tsunoda,Miami,Medium New,1,11,11,2022,
Yuki Tsunoda,Miami,Hard New,12,41,30,2022,
Yuki Tsunoda,Miami,Soft Used,42,57,16,2022,
Mick Schumacher,Miami,Medium New,1,14,14,2022,
Mick Schumacher,Miami,Hard New,15,54,40,2022,
Mick Schumacher,Miami,Medium New,55,57,3,2022,
Kevin Magnussen,Miami,Medium New,1,12,12,2022,
Kevin Magnussen,Miami,Hard New,13,42,30,2022,
Kevin Magnussen,Miami,Medium New,43,56,14,2022,
Sebastian Vettel,Miami,Hard Used,1,41,41,2022,
Sebastian Vettel,Miami,Medium Used,42,54,13,2022,
Pierre Gasly,Miami,Medium New,1,16,16,2022,
Pierre Gasly,Miami,Hard New,17,40,24,2022,
Pierre Gasly,Miami,Soft Used,41,45,5,2022,
Lando Norris,Miami,Medium New,1,18,18,2022,
Lando Norris,Miami,Hard New,19,39,21,2022,
Zhou Guanyu,Miami,Medium New,1,6,6,2022,
Nicholas Latifi,Miami,Hard New,1,34,34,2022,
Nicholas Latifi,Miami,Medium New,35,57,23,2022,
Max Verstappen,Spain,Soft Used,1,13,13,2022,
Max Verstappen,Spain,Medium New,14,28,15,2022,
Max Verstappen,Spain,Soft Used,29,44,16,2022,
Sergio Perez,Spain,Soft Used,1,17,17,2022,
George Russell,Spain,Soft Used,1,13,13,2022,
George Russell,Spain,Medium New,14,36,23,2022,
George Russell,Spain,Medium New,37,51,15,2022,
George Russell,Spain,Soft Used,52,66,15,2022,
Max Verstappen,Spain,Medium New,45,66,22,2022,
Sergio Perez,Spain,Medium New,18,37,20,2022,
Sergio Perez,Spain,Medium New,38,53,16,2022,
Sergio Perez,Spain,Soft Used,54,66,13,2022,
Carlos Sainz,Spain,Soft Used,1,10,10,2022,
Carlos Sainz,Spain,Medium New,11,31,21,2022,
Carlos Sainz,Spain,Medium New,32,45,14,2022,
Carlos Sainz,Spain,Soft Used,46,66,21,2022,
Lewis Hamilton,Spain,Medium New,1,1,1,2022,
Lewis Hamilton,Spain,Soft Used,2,22,21,2022,
Lewis Hamilton,Spain,Medium New,23,48,26,2022,
Lewis Hamilton,Spain,Soft Used,49,66,18,2022,
Valtteri Bottas,Spain,Soft Used,1,14,14,2022,
Valtteri Bottas,Spain,Medium New,15,34,20,2022,
Valtteri Bottas,Spain,Medium New,35,66,32,2022,
Esteban Ocon,Spain,Soft New,1,13,13,2022,
Esteban Ocon,Spain,Medium New,14,35,22,2022,
Esteban Ocon,Spain,Soft Used,36,52,17,2022,
Esteban Ocon,Spain,Soft Used,53,66,14,2022,
Lando Norris,Spain,Soft New,1,12,12,2022,
Lando Norris,Spain,Medium New,13,33,21,2022,
Lando Norris,Spain,Soft Used,34,51,18,2022,
Lando Norris,Spain,Soft Used,52,66,15,2022,
Fernando Alonso,Spain,Soft New,1,10,10,2022,
Fernando Alonso,Spain,Medium New,11,31,21,2022,
Fernando Alonso,Spain,Soft New,32,53,22,2022,
Fernando Alonso,Spain,Soft Used,54,65,12,2022,
Yuki Tsunoda,Spain,Soft New,1,11,11,2022,
Yuki Tsunoda,Spain,Medium New,12,32,21,2022,
Yuki Tsunoda,Spain,Soft New,33,52,20,2022,
Yuki Tsunoda,Spain,Soft Used,53,65,13,2022,
Sebastian Vettel,Spain,Soft Used,1,21,21,2022,
Sebastian Vettel,Spain,Soft Used,22,42,21,2022,
Sebastian Vettel,Spain,Medium Used,43,65,23,2022,
Daniel Ricciardo,Spain,Soft Used,1,11,11,2022,
Daniel Ricciardo,Spain,Soft Used,12,31,20,2022,
Daniel Ricciardo,Spain,Medium New,32,48,17,2022,
Daniel Ricciardo,Spain,Soft Used,49,65,17,2022,
Pierre Gasly,Spain,Soft New,1,10,10,2022,
Pierre Gasly,Spain,Medium New,11,29,19,2022,
Pierre Gasly,Spain,Soft Used,30,46,17,2022,
Mick Schumacher,Spain,Soft Used,1,12,12,2022,
Mick Schumacher,Spain,Soft Used,13,30,18,2022,
Mick Schumacher,Spain,Medium New,31,65,35,2022,
Lance Stroll,Spain,Soft Used,1,12,12,2022,
Lance Stroll,Spain,Soft Used,13,27,15,2022,
Lance Stroll,Spain,Medium Used,28,46,19,2022,
Lance Stroll,Spain,Soft Used,47,65,19,2022,
Nicholas Latifi,Spain,Medium New,13,26,14,2022,
Nicholas Latifi,Spain,Soft New,1,12,12,2022,
Nicholas Latifi,Spain,Soft New,27,50,24,2022,
Nicholas Latifi,Spain,Soft Used,51,64,14,2022,
Kevin Magnussen,Spain,Soft Used,1,1,1,2022,
Kevin Magnussen,Spain,Medium New,2,29,28,2022,
Kevin Magnussen,Spain,Hard New,30,64,35,2022,
Alexander Albon,Spain,Soft New,1,11,11,2022,
Alexander Albon,Spain,Medium New,12,25,14,2022,
Alexander Albon,Spain,Soft New,26,45,20,2022,
Alexander Albon,Spain,Medium New,46,54,9,2022,
Alexander Albon,Spain,Soft Used,55,64,10,2022,
Zhou Guanyu,Spain,Soft New,1,10,10,2022,
Zhou Guanyu,Spain,Medium New,11,28,18,2022,
Charles Leclerc,Spain,Soft New,1,21,21,2022,
Charles Leclerc,Spain,Medium New,22,27,6,2022,
Pierre Gasly,Spain,Soft Used,47,65,19,2022,
Sergio Perez,Monaco,Wet New,1,16,16,2022,
Sergio Perez,Monaco,Intermediate New,17,22,6,2022,
Sergio Perez,Monaco,Hard New,23,30,8,2022,
Sergio Perez,Monaco,Medium New,31,64,34,2022,
Carlos Sainz,Monaco,Wet New,1,21,21,2022,
Carlos Sainz,Monaco,Hard New,22,64,43,2022,
Max Verstappen,Monaco,Wet New,1,18,18,2022,
Max Verstappen,Monaco,Intermediate New,19,22,4,2022,
Max Verstappen,Monaco,Hard New,23,30,8,2022,
Max Verstappen,Monaco,Medium New,31,64,34,2022,
Charles Leclerc,Monaco,Wet New,1,18,18,2022,
Charles Leclerc,Monaco,Intermediate New,19,21,3,2022,
Charles Leclerc,Monaco,Hard New,22,64,43,2022,
George Russell,Monaco,Wet New,1,21,21,2022,
George Russell,Monaco,Hard New,22,30,9,2022,
George Russell,Monaco,Medium New,31,64,34,2022,
Lando Norris,Monaco,Wet New,1,17,17,2022,
Lando Norris,Monaco,Intermediate New,18,22,5,2022,
Lando Norris,Monaco,Hard New,23,51,29,2022,
Lando Norris,Monaco,Medium New,52,64,13,2022,
Fernando Alonso,Monaco,Wet New,1,21,21,2022,
Fernando Alonso,Monaco,Hard New,22,30,9,2022,
Fernando Alonso,Monaco,Medium New,31,64,34,2022,
Lewis Hamilton,Monaco,Wet New,1,15,15,2022,
Lewis Hamilton,Monaco,Intermediate New,16,22,7,2022,
Lewis Hamilton,Monaco,Hard New,23,30,8,2022,
Lewis Hamilton,Monaco,Medium New,31,64,34,2022,
Valtteri Bottas,Monaco,Wet New,1,20,20,2022,
Valtteri Bottas,Monaco,Hard New,21,64,44,2022,
Sebastian Vettel,Monaco,Wet New,1,6,6,2022,
Sebastian Vettel,Monaco,Intermediate New,7,23,17,2022,
Sebastian Vettel,Monaco,Hard Used,24,64,41,2022,
Pierre Gasly,Monaco,Wet New,1,2,2,2022,
Pierre Gasly,Monaco,Intermediate New,3,22,20,2022,
Pierre Gasly,Monaco,Hard New,23,64,42,2022,
Esteban Ocon,Monaco,Wet New,1,21,21,2022,
Esteban Ocon,Monaco,Hard New,22,30,9,2022,
Esteban Ocon,Monaco,Medium New,31,64,34,2022,
Daniel Ricciardo,Monaco,Wet New,1,19,19,2022,
Daniel Ricciardo,Monaco,Hard New,20,64,45,2022,
Lance Stroll,Monaco,Wet New,1,1,1,2022,
Lance Stroll,Monaco,Wet New,2,2,1,2022,
Lance Stroll,Monaco,Intermediate New,3,24,22,2022,
Lance Stroll,Monaco,Hard Used,25,64,40,2022,
Nicholas Latifi,Monaco,Wet New,1,1,1,2022,
Nicholas Latifi,Monaco,Wet New,2,2,1,2022,
Nicholas Latifi,Monaco,Intermediate New,3,19,17,2022,
Nicholas Latifi,Monaco,Hard New,20,29,10,2022,
Nicholas Latifi,Monaco,Medium New,30,63,34,2022,
Zhou Guanyu,Monaco,Wet New,1,19,19,2022,
Zhou Guanyu,Monaco,Hard New,20,29,10,2022,
Zhou Guanyu,Monaco,Medium New,30,63,34,2022,
Yuki Tsunoda,Monaco,Wet New,1,6,6,2022,
Yuki Tsunoda,Monaco,Intermediate New,7,21,15,2022,
Yuki Tsunoda,Monaco,Hard New,22,29,8,2022,
Yuki Tsunoda,Monaco,Medium New,30,56,27,2022,
Yuki Tsunoda,Monaco,Soft New,57,63,7,2022,
Alexander Albon,Monaco,Wet New,1,18,18,2022,
Alexander Albon,Monaco,Hard New,19,22,4,2022,
Alexander Albon,Monaco,Medium New,23,48,26,2022,
Mick Schumacher,Monaco,Wet New,1,4,4,2022,
Mick Schumacher,Monaco,Intermediate New,5,17,13,2022,
Mick Schumacher,Monaco,Hard New,18,24,7,2022,
Kevin Magnussen,Monaco,Wet New,1,19,19,2022,
Max Verstappen,Azerbaijan,Medium New,1,18,18,2022,
Max Verstappen,Azerbaijan,Hard New,19,33,15,2022,
Max Verstappen,Azerbaijan,Hard New,34,51,18,2022,
Sergio Perez,Azerbaijan,Medium New,1,16,16,2022,
Sergio Perez,Azerbaijan,Hard New,17,33,17,2022,
Sergio Perez,Azerbaijan,Hard New,34,51,18,2022,
George Russell,Azerbaijan,Medium New,1,9,9,2022,
George Russell,Azerbaijan,Hard New,10,34,25,2022,
George Russell,Azerbaijan,Hard Used,35,51,17,2022,
Lewis Hamilton,Azerbaijan,Medium New,1,9,9,2022,
Lewis Hamilton,Azerbaijan,Hard New,10,33,24,2022,
Lewis Hamilton,Azerbaijan,Hard Used,34,51,18,2022,
Pierre Gasly,Azerbaijan,Medium New,1,9,9,2022,
Pierre Gasly,Azerbaijan,Hard Used,10,51,42,2022,
Sebastian Vettel,Azerbaijan,Medium Used,1,9,9,2022,
Sebastian Vettel,Azerbaijan,Hard Used,10,51,42,2022,
Fernando Alonso,Azerbaijan,Medium New,1,18,18,2022,
Fernando Alonso,Azerbaijan,Hard New,19,51,33,2022,
Daniel Ricciardo,Azerbaijan,Hard New,1,33,33,2022,
Daniel Ricciardo,Azerbaijan,Medium New,34,51,18,2022,
Lando Norris,Azerbaijan,Medium New,1,21,21,2022,
Lando Norris,Azerbaijan,Hard New,22,51,30,2022,
Esteban Ocon,Azerbaijan,Hard New,1,33,33,2022,
Esteban Ocon,Azerbaijan,Medium New,34,51,18,2022,
Valtteri Bottas,Azerbaijan,Hard New,1,33,33,2022,
Alexander Albon,Azerbaijan,Medium New,1,9,9,2022,
Alexander Albon,Azerbaijan,Hard New,10,29,20,2022,
Alexander Albon,Azerbaijan,Hard New,30,50,21,2022,
Yuki Tsunoda,Azerbaijan,Medium New,1,9,9,2022,
Yuki Tsunoda,Azerbaijan,Hard Used,10,38,29,2022,
Yuki Tsunoda,Azerbaijan,Soft Used,39,50,12,2022,
Mick Schumacher,Azerbaijan,Hard New,1,9,9,2022,
Mick Schumacher,Azerbaijan,Medium Used,10,23,14,2022,
Mick Schumacher,Azerbaijan,Hard Used,24,50,27,2022,
Nicholas Latifi,Azerbaijan,Medium New,1,17,17,2022,
Nicholas Latifi,Azerbaijan,Hard New,18,50,33,2022,
Lance Stroll,Azerbaijan,Hard Used,1,30,30,2022,
Lance Stroll,Azerbaijan,Medium Used,31,46,16,2022,
Kevin Magnussen,Azerbaijan,Medium Used,1,9,9,2022,
Kevin Magnussen,Azerbaijan,Hard New,10,31,22,2022,
Zhou Guanyu,Azerbaijan,Medium New,1,9,9,2022,
Zhou Guanyu,Azerbaijan,Hard New,10,23,14,2022,
Charles Leclerc,Azerbaijan,Medium New,1,9,9,2022,
Charles Leclerc,Azerbaijan,Hard New,10,21,12,2022,
Carlos Sainz,Azerbaijan,Medium New,1,8,8,2022,
Valtteri Bottas,Azerbaijan,Medium New,34,50,17,2022,
Max Verstappen,Canada,Medium New,1,9,9,2022,
Max Verstappen,Canada,Hard New,10,43,34,2022,
Max Verstappen,Canada,Hard New,44,70,27,2022,
Carlos Sainz,Canada,Medium New,1,20,20,2022,
Carlos Sainz,Canada,Hard New,21,49,29,2022,
Carlos Sainz,Canada,Hard New,50,70,21,2022,
Lewis Hamilton,Canada,Medium New,1,9,9,2022,
Lewis Hamilton,Canada,Hard New,10,44,35,2022,
Lewis Hamilton,Canada,Hard New,45,70,26,2022,
George Russell,Canada,Medium New,1,19,19,2022,
George Russell,Canada,Hard New,20,45,26,2022,
Charles Leclerc,Canada,Hard New,1,41,41,2022,
Charles Leclerc,Canada,Medium New,42,70,29,2022,
Esteban Ocon,Canada,Medium New,1,19,19,2022,
Esteban Ocon,Canada,Hard New,20,49,30,2022,
Esteban Ocon,Canada,Medium New,50,70,21,2022,
Fernando Alonso,Canada,Medium New,1,28,28,2022,
Fernando Alonso,Canada,Hard New,29,49,21,2022,
Fernando Alonso,Canada,Medium New,50,70,21,2022,
Valtteri Bottas,Canada,Hard New,1,49,49,2022,
Valtteri Bottas,Canada,Medium New,50,70,21,2022,
Zhou Guanyu,Canada,Medium New,1,19,19,2022,
Zhou Guanyu,Canada,Hard New,20,49,30,2022,
Zhou Guanyu,Canada,Hard New,50,70,21,2022,
Lance Stroll,Canada,Hard New,1,47,47,2022,
Lance Stroll,Canada,Medium Used,48,70,23,2022,
Daniel Ricciardo,Canada,Medium New,1,19,19,2022,
Daniel Ricciardo,Canada,Hard New,20,49,30,2022,
Daniel Ricciardo,Canada,Hard New,50,70,21,2022,
Sebastian Vettel,Canada,Medium Used,1,5,5,2022,
Sebastian Vettel,Canada,Hard Used,6,19,14,2022,
Sebastian Vettel,Canada,Hard Used,20,70,51,2022,
Alexander Albon,Canada,Medium New,1,18,18,2022,
Alexander Albon,Canada,Hard New,19,48,30,2022,
Alexander Albon,Canada,Hard New,49,70,22,2022,
Pierre Gasly,Canada,Medium New,1,5,5,2022,
Pierre Gasly,Canada,Hard New,6,36,31,2022,
Pierre Gasly,Canada,Hard New,37,70,34,2022,
Lando Norris,Canada,Hard New,1,19,19,2022,
Lando Norris,Canada,Hard New,20,42,23,2022,
Lando Norris,Canada,Medium New,43,70,28,2022,
Nicholas Latifi,Canada,Medium New,1,9,9,2022,
Nicholas Latifi,Canada,Hard New,10,37,28,2022,
Nicholas Latifi,Canada,Hard New,38,70,33,2022,
Kevin Magnussen,Canada,Medium New,1,7,7,2022,
Kevin Magnussen,Canada,Hard New,8,70,63,2022,
Yuki Tsunoda,Canada,Medium New,1,9,9,2022,
Yuki Tsunoda,Canada,Hard New,10,47,38,2022,
Mick Schumacher,Canada,Medium New,1,18,18,2022,
Sergio Perez,Canada,Hard New,1,7,7,2022,
George Russell,Canada,Hard New,46,70,25,2022,
Carlos Sainz,Great Britain,Medium New,1,1,1,2022,
Carlos Sainz,Great Britain,Medium New,2,20,19,2022,
Carlos Sainz,Great Britain,Hard New,21,39,19,2022,
Carlos Sainz,Great Britain,Soft New,40,52,13,2022,
Sergio Perez,Great Britain,Medium New,1,1,1,2022,
Sergio Perez,Great Britain,Medium New,2,5,4,2022,
Sergio Perez,Great Britain,Medium Used,6,39,34,2022,
Sergio Perez,Great Britain,Soft New,40,52,13,2022,
Lewis Hamilton,Great Britain,Medium New,1,1,1,2022,
Lewis Hamilton,Great Britain,Medium New,2,33,32,2022,
Lewis Hamilton,Great Britain,Hard New,34,39,6,2022,
Lewis Hamilton,Great Britain,Soft New,40,52,13,2022,
Charles Leclerc,Great Britain,Medium New,1,1,1,2022,
Charles Leclerc,Great Britain,Medium New,2,25,24,2022,
Charles Leclerc,Great Britain,Hard New,26,52,27,2022,
Fernando Alonso,Great Britain,Medium New,1,1,1,2022,
Fernando Alonso,Great Britain,Medium New,2,33,32,2022,
Fernando Alonso,Great Britain,Hard New,34,39,6,2022,
Fernando Alonso,Great Britain,Soft New,40,52,13,2022,
Lando Norris,Great Britain,Medium New,1,34,34,2022,
Lando Norris,Great Britain,Hard New,35,40,6,2022,
Lando Norris,Great Britain,Soft New,41,52,12,2022,
Max Verstappen,Great Britain,Soft New,1,1,1,2022,
Max Verstappen,Great Britain,Medium New,2,12,11,2022,
Max Verstappen,Great Britain,Medium New,13,23,11,2022,
Max Verstappen,Great Britain,Hard New,24,39,16,2022,
Max Verstappen,Great Britain,Soft New,40,52,13,2022,
Mick Schumacher,Great Britain,Medium Used,1,1,1,2022,
Mick Schumacher,Great Britain,Medium New,2,19,18,2022,
Mick Schumacher,Great Britain,Hard New,20,39,20,2022,
Mick Schumacher,Great Britain,Soft New,40,52,13,2022,
Sebastian Vettel,Great Britain,Soft New,1,1,1,2022,
Sebastian Vettel,Great Britain,Soft New,2,6,5,2022,
Sebastian Vettel,Great Britain,Medium Used,7,39,33,2022,
Sebastian Vettel,Great Britain,Medium Used,40,52,13,2022,
Kevin Magnussen,Great Britain,Medium Used,2,22,21,2022,
Kevin Magnussen,Great Britain,Soft New,1,1,1,2022,
Kevin Magnussen,Great Britain,Medium New,23,52,30,2022,
Lance Stroll,Great Britain,Medium Used,1,1,1,2022,
Lance Stroll,Great Britain,Medium Used,2,15,14,2022,
Lance Stroll,Great Britain,Hard Used,16,40,25,2022,
Lance Stroll,Great Britain,Medium Used,41,52,12,2022,
Nicholas Latifi,Great Britain,Soft New,1,1,1,2022,
Nicholas Latifi,Great Britain,Soft New,2,19,18,2022,
Nicholas Latifi,Great Britain,Medium New,20,39,20,2022,
Nicholas Latifi,Great Britain,Soft Used,40,52,13,2022,
Daniel Ricciardo,Great Britain,Medium New,1,20,20,2022,
Daniel Ricciardo,Great Britain,Hard New,21,32,12,2022,
Daniel Ricciardo,Great Britain,Soft New,39,52,14,2022,
Yuki Tsunoda,Great Britain,Medium New,1,1,1,2022,
Yuki Tsunoda,Great Britain,Soft New,2,18,17,2022,
Yuki Tsunoda,Great Britain,Hard Used,19,38,20,2022,
Yuki Tsunoda,Great Britain,Soft New,39,52,14,2022,
Esteban Ocon,Great Britain,Medium New,1,1,1,2022,
Esteban Ocon,Great Britain,Soft New,2,22,21,2022,
Esteban Ocon,Great Britain,Hard New,23,37,15,2022,
Pierre Gasly,Great Britain,Medium New,1,1,1,2022,
Pierre Gasly,Great Britain,Soft New,2,16,15,2022,
Pierre Gasly,Great Britain,Hard Used,17,26,10,2022,
Valtteri Bottas,Great Britain,Medium New,1,1,1,2022,
Valtteri Bottas,Great Britain,Medium New,2,20,19,2022,
George Russell,Great Britain,Hard New,1,1,1,2022,
Zhou Guanyu,Great Britain,Medium New,1,1,1,2022,
Alexander Albon,Great Britain,Soft New,1,1,1,2022,
Daniel Ricciardo,Great Britain,Soft New,33,38,6,2022,
Charles Leclerc,Austria,Medium New,1,26,26,2022,
Charles Leclerc,Austria,Hard New,27,49,23,2022,
Charles Leclerc,Austria,Hard New,50,58,9,2022,
Charles Leclerc,Austria,Medium New,59,71,13,2022,
Max Verstappen,Austria,Medium New,1,13,13,2022,
Max Verstappen,Austria,Hard New,14,36,23,2022,
Max Verstappen,Austria,Hard New,37,58,22,2022,
Max Verstappen,Austria,Medium New,59,71,13,2022,
Lewis Hamilton,Austria,Medium New,1,28,28,2022,
Lewis Hamilton,Austria,Hard New,29,51,23,2022,
Lewis Hamilton,Austria,Medium New,52,71,20,2022,
George Russell,Austria,Medium New,1,11,11,2022,
George Russell,Austria,Hard New,12,40,29,2022,
George Russell,Austria,Hard Used,41,71,31,2022,
Esteban Ocon,Austria,Medium New,1,16,16,2022,
Esteban Ocon,Austria,Hard New,17,44,28,2022,
Esteban Ocon,Austria,Hard New,45,71,27,2022,
Mick Schumacher,Austria,Medium New,1,16,16,2022,
Mick Schumacher,Austria,Hard New,17,43,27,2022,
Mick Schumacher,Austria,Hard New,44,70,27,2022,
Lando Norris,Austria,Medium New,1,14,14,2022,
Lando Norris,Austria,Hard New,15,43,29,2022,
Lando Norris,Austria,Hard New,44,70,27,2022,
Kevin Magnussen,Austria,Medium New,1,15,15,2022,
Kevin Magnussen,Austria,Hard New,16,41,26,2022,
Kevin Magnussen,Austria,Hard New,42,70,29,2022,
Daniel Ricciardo,Austria,Medium New,1,12,12,2022,
Daniel Ricciardo,Austria,Hard New,13,44,32,2022,
Daniel Ricciardo,Austria,Hard New,45,70,26,2022,
Fernando Alonso,Austria,Hard New,1,27,27,2022,
Fernando Alonso,Austria,Hard New,28,57,30,2022,
Fernando Alonso,Austria,Medium New,58,58,1,2022,
Fernando Alonso,Austria,Medium New,59,70,12,2022,
Valtteri Bottas,Austria,Medium New,1,6,6,2022,
Valtteri Bottas,Austria,Hard New,7,39,33,2022,
Valtteri Bottas,Austria,Hard New,40,70,31,2022,
Alexander Albon,Austria,Medium New,1,11,11,2022,
Alexander Albon,Austria,Hard New,12,41,30,2022,
Alexander Albon,Austria,Hard New,42,70,29,2022,
Lance Stroll,Austria,Medium Used,1,29,29,2022,
Lance Stroll,Austria,Hard Used,30,48,19,2022,
Lance Stroll,Austria,Medium Used,49,70,22,2022,
Zhou Guanyu,Austria,Hard New,1,24,24,2022,
Zhou Guanyu,Austria,Hard New,25,46,22,2022,
Zhou Guanyu,Austria,Medium New,47,70,24,2022,
Pierre Gasly,Austria,Medium New,1,12,12,2022,
Pierre Gasly,Austria,Hard New,13,40,28,2022,
Pierre Gasly,Austria,Hard New,41,70,30,2022,
Yuki Tsunoda,Austria,Hard New,1,26,26,2022,
Yuki Tsunoda,Austria,Medium New,27,46,20,2022,
Sebastian Vettel,Austria,Hard Used,1,20,20,2022,
Sebastian Vettel,Austria,Medium Used,21,44,24,2022,
Sebastian Vettel,Austria,Medium Used,45,70,26,2022,
Carlos Sainz,Austria,Medium New,1,27,27,2022,
Carlos Sainz,Austria,Hard New,28,50,23,2022,
Carlos Sainz,Austria,Hard New,51,56,6,2022,
Nicholas Latifi,Austria,Medium New,1,12,12,2022,
Nicholas Latifi,Austria,Hard New,13,35,23,2022,
Nicholas Latifi,Austria,Hard New,36,48,13,2022,
Sergio Perez,Austria,Medium New,1,1,1,2022,
Sergio Perez,Austria,Hard New,2,24,23,2022,
Yuki Tsunoda,Austria,Hard New,47,70,24,2022,
Max Verstappen,Francia,Medium New,1,16,16,2022,
Max Verstappen,Francia,Hard New,17,53,37,2022,
Lewis Hamilton,Francia,Medium New,1,18,18,2022,
Lewis Hamilton,Francia,Hard New,19,53,35,2022,
George Russell,Francia,Medium New,1,18,18,2022,
George Russell,Francia,Hard Used,19,53,35,2022,
Sergio Perez,Francia,Medium New,1,18,18,2022,
Sergio Perez,Francia,Hard New,19,53,35,2022,
Carlos Sainz,Francia,Hard New,1,18,18,2022,
Carlos Sainz,Francia,Medium New,19,42,24,2022,
Carlos Sainz,Francia,Medium New,43,53,11,2022,
Fernando Alonso,Francia,Medium New,1,18,18,2022,
Fernando Alonso,Francia,Hard New,19,53,35,2022,
Lando Norris,Francia,Medium New,1,18,18,2022,
Lando Norris,Francia,Hard New,19,53,35,2022,
Esteban Ocon,Francia,Medium New,1,18,18,2022,
Esteban Ocon,Francia,Hard New,19,53,35,2022,
Daniel Ricciardo,Francia,Medium New,1,18,18,2022,
Daniel Ricciardo,Francia,Hard New,19,53,35,2022,
Lance Stroll,Francia,Medium Used,1,18,18,2022,
Lance Stroll,Francia,Hard Used,19,53,35,2022,
Sebastian Vettel,Francia,Medium Used,1,19,19,2022,
Sebastian Vettel,Francia,Hard Used,20,53,34,2022,
Pierre Gasly,Francia,Hard New,1,18,18,2022,
Pierre Gasly,Francia,Medium New,19,53,35,2022,
Alexander Albon,Francia,Medium New,1,18,18,2022,
Alexander Albon,Francia,Hard New,19,53,35,2022,
Valtteri Bottas,Francia,Hard New,1,18,18,2022,
Valtteri Bottas,Francia,Hard New,19,36,18,2022,
Valtteri Bottas,Francia,Medium New,37,53,17,2022,
Mick Schumacher,Francia,Medium New,1,9,9,2022,
Mick Schumacher,Francia,Hard New,10,18,9,2022,
Mick Schumacher,Francia,Hard New,19,53,35,2022,
Zhou Guanyu,Francia,Medium New,1,9,9,2022,
Zhou Guanyu,Francia,Hard New,10,22,13,2022,
Zhou Guanyu,Francia,Hard New,23,47,25,2022,
Nicholas Latifi,Francia,Medium New,1,19,19,2022,
Nicholas Latifi,Francia,Hard New,20,38,19,2022,
Nicholas Latifi,Francia,Medium New,39,40,2,2022,
Kevin Magnussen,Francia,Medium New,1,8,8,2022,
Kevin Magnussen,Francia,Hard New,9,18,10,2022,
Kevin Magnussen,Francia,Hard New,19,37,19,2022,
Charles Leclerc,Francia,Medium New,1,17,17,2022,
Yuki Tsunoda,Francia,Medium New,1,11,11,2022,
Yuki Tsunoda,Francia,Hard New,12,17,6,2022,
